cat	title
0	高分子系教学指导委员会召开会议，研究本科教学工作
0	控制系召开研究生党总支扩大会议
0	光电系召开青年教师会议
0	儿童医院召开党委中心组扩大会议，认真学习贯彻学校工作会议及纪检监察工作会议精神
0	高分子系召开2009年研究生德育工作会议
0	三省一市光学（激光）学会联盟秘书长工作会议召开
0	能源系召开会议，商讨加强研究生思想政治工作
0	光电系召开新学期工作会议
0	附属二院召开全院中层干部培训讲座
0	儿童医院召开党委中心组扩大会议，认真学习贯彻第十七次全国高校党建工作会议精神
0	电气学院组织师生收看纪念党的十一届三中全会召开30周年大会
0	经济学院召开保密工作会议，学习贯彻党委保密委员会扩大会议精神
0	生仪学院召开试点工作总结暨满意度测评会议
0	电气学院召开试点工作领导小组会议  积极准备群众满意度测评
0	计算机学院与软件学院召开试点工作组会议，再次认真修订完善学院试点工作方案
0	儿童医院召开党政联席会议，专题研究修改和补充试点工作方案
0	继续教育学院召开党政联席会议，再次认真研讨修订学院试点工作方案
0	儿童医院召开试点工作领导小组扩大会议，深入研讨修改医院试点工作方案
0	继续教育学院召开党政联席会议，研究修订学院试点工作方案
0	理工学院召开新学期学生思想政治教育工作会议
0	邵逸夫医院召开全体医生大会，认真思考设定目标紧跟学校创世界一流的步伐
0	管理学院通过“三个创新”加强研究生党建工作
0	生仪学院召开辅导员迎评促建冲刺动员大会
0	电气工程学院召开2008届本科生就业动员大会
0	生仪学院召开迎评促建高年级学生动员大会
0	信息学院召开保密工作暨涉密项目负责人培训会议
0	生仪学院召开迎接本科教学评估班主任动员大会
0	新生入学报告之光华法学院专场暨《赢在起跑线—－法学学习宝典》颁书仪式举行
0	机能学院召开暑期工作会议
0	医学院附属儿童医院教学工作会议召开
0	2007工科试验班学长组会议召开
0	机能学院召开2007级新生学长组会议，提倡微笑服务
0	经济学院召开迎评促建领导小组会议
0	经济学院召开迎评促建工作大会
0	光华法学院2004级本科生年级大会召开
0	信息学院召开毕业班工作会议
0	信息学院召开03级本科生主要学生干部会议
0	“浙江省村经济合作社立法与制度安排”研讨会召开
0	首届全国妇产科药学大会召开
0	首届在杭高校学生外联论坛在管理学院召开
0	机械与能源学院召开实验室主任安全工作会议
0	电气学院召开消防安全会议
0	人文学院召开研究生培养机制改革会议
0	法学院召开2007届法学专业本科生就业动员大会
0	机械与能源工程学院召开2006年度表彰大会暨迎新年晚会
0	迎评促建  工科实验基地召开班主任会议
0	充分发挥智囊团作用，有效推进学院的自评工作-------环资学院召开学院教学委员会会议
0	迎评促建  信息学院召开本科实验教学工作会议
0	继续教育学院召开党支部书记（委员）培训和经验交流会议
0	我校传媒与国际文化学院和杭州文广集团进行战略性合作
0	第5届现代光学企业国际交流会在浙江大学隆重召开
0	我校传媒与国际文化学院和杭州文广集团进行战略性合作
0	人文学院召开全体教授会议
0	2006年教育部高等学校能源动力学科教学指导委员会第一次全体会议在我校召开
0	新农村建设与金融服务论坛在湖州召开
0	第四届全球创业管理与人力资源战略国际研讨会在杭州高新区隆重召开
0	教育部生物医学工程学科教学指导委员会在浙江大学召开工作会议
0	“丽水市‘十一五’软实力建设研究课题”论证会举行
0	计算机学院召开研究生课程指导委员会会议
0	2006年体育仪器器材与体育系统仿真会议在我校召开
0	Edutainment’06国际会议在计算机学院召开
0	环资学院召开本科教学工作会议
0	信息学院召开本科教育工作会议
0	机械与能源工程学院召开本科教育工作会议
0	人文学院召开研究生培养工作委员会会议
0	励精图治，创造本科教学新辉煌—教育学院召开本科教学工作会议
0	计算机学院组织认真学习校2006年纪检监察工作会议精神
0	贯彻全国科技大会精神  研讨学院十一五发展规划
0	机械与能源工程学院召开“双代会”，贯彻全国科技大会精神
0	浙江大学《浙江文献集成》编纂中心首次工作会议召开
0	信息学院召开教授会议   共商学院发展大计
0	计算机学院与软件学院召开教授会议
0	动物营养973项目工作会议在杭召开
0	人文学院召开本科教学改革工作会议
0	全球高等农业教育与研究联合会第四次大会在我校隆重召开
0	计算机学院与软件学院召开博士生导师会议
0	2005年应用调和分析国际会议在数学中心召开
0	首届浙江省本科院校计算机系主任论坛在我校召开
0	第八届国际循环流化床会议召开
0	文科专题工作会议暨人文学院座谈会召开
0	教育部高校社会学学科教育指导委员会暨系主任联席会议在我校召开
0	信息学院召开全体党支部书记会议-----部署落实专题教育工作
0	生工食品学院组织召开国际生物系统工程学科发展论坛
0	第五届全球智能控制与自动化大会召开
0	教育学院召开教授会议
0	“食品安全与健康”宣传月活动开幕式暨专家报告会在华家池校区举行——浙江大学与西湖区紧密合作迈开了新的一步
0	人文学院召开期中教学检查会议
0	农学院召开教授委员会会议  共同商讨学院发展大计
0	“2004年首届中国休闲度假业国际大会暨第四届中国旅游房地产与分时度假年会”召开
0	管理学院召开学科建设和研究生工作会议
0	农业与生物技术学院隆重召开第二次学生家长大会
0	华东四省一市日语语言文学博·硕士学科负责人会议召开
0	农业与生物技术学院召开学科建设规划会议
0	第三届国际低温与制冷会议在我校召开
0	第三届电子商务工程国际会议在我校召开
0	信息学院举行“信息时代”科技文化节开幕式
0	我校教授参加在英国召开“第四届国际工业应用直线驱动会议”
0	“21世纪中国高等学校农林/医药类专业数理化基础课程的创新与实践”课题第一次工作会议在我校召开
0	中国农业工程学会六届三次理事会暨2003年全国理事长秘书长工作会议在我校召开
0	信息学院召开暑期工作会议
0	浙医二院召开纪念中国共产党成立82周年暨先进表彰大会
0	医学院召开进一步加强“非典”防治工作会议
0	“人力资源与创业管理”专题国际研讨会在我校召开
0	管理学院召开MBA培养工作会议
0	农业与生物技术学院召开首届学生家长大会
0	机能学院召开2002年年终工作会议
0	管理学院召开2003学年工作会议
0	电气学院召开奖学、奖教金颁奖及表彰大会
0	学校后勤系统在华家池校区召开现场办公会议
0	国际原子能机构动物生产和健康科RAS/5/035总结和计划大会在华家池校区召开
0	第三届浙江大学MBA国际论坛在我校召开
0	计算机学院和软件学院召开教授会议
0	管理学院召开全院党支部书记会议
0	动科院召开本科教学计划修订暨新世纪教改项目中期检查工作会议
0	中国不动产投资机会论坛暨长江三角洲地区房地产投资项目洽谈会召开
0	浙江大学求是海外华文文化研究基金设立
0	理学院召开纪检工作会议
0	建筑工程学院一届三次教职工、工会会员代表大会召开
0	全国公共管理硕士（MPA）专业学位教育指导委员会2002年工作会议在我校召开
0	生仪学院举办首届“生仪科技文化节暨生仪论坛”
0	外国语学院组织学习纪委工作会议精神
0	医学院召开教学工作会议
0	理学院召开统战工作会议
0	外国语学院召开信息工作会议
0	管理学院召开学科建设规划工作会议
0	农工食品学院召开科技工作会议
0	管理学院召开全院机关工作人员会议
0	农工食品学院召开科技工作会议
0	农学院召开对外宣传工作会议
0	农学院召开了研究生工作会议
0	管理学院召开毕业生就业工作会议
0	建工学院召开新学期全院所室主任、教授、支部书记大会
0	农业与生物技术学院召开全院教职员工大会
0	医学院召开新学期工作会议
0	农工食品学院召开班主任工作会议
0	农学院召开新学期第一个本科教育工作会议
0	人文学院召开系所办公室综合工作会议
0	管理学院召开党总支、党支部书记会议
0	农工食品学院召开院中层干部扩大会议
0	理学院召开纪检工作会议
0	信息学院召开信息工作会议
0	管理学院召开教育工作会议
0	农学院举行党支部书记培训暨党建工作研讨会
0	教育学院举行&quot;教育部浙江大学基础教育课程研究中心&quot;成立大会
0	农学院召开院领导班子成员届中考核述职大会
0	浙江省茶叶学会第九次会员代表大会在华家池校区召开
0	农工食品学院召开教育工作研讨总结交流大会
1	80余位政商学界专家齐聚浙大管院 共探数字经济建设
1	Rokid创始人浙大管院开讲“人工智能与科技创业”
1	浙大工研院（科技园）打造“浙里创客”品牌活动，助推“泛浙大”创新创业生态体系建设
1	浙江大学举办2017首届中新国际技术创新高峰论坛
1	管院助力《2017杭商创新蓝皮书》发布
1	浙大管院智力支持 助力中国企业创新发展报告2017
1	浙江大学医学院附属妇产科医院海宁分院成立
1	浙江大学科技园再次获评“A类国家级科技企业孵化器”
1	2017年包兆龙包玉刚中国留学生奖学金、包玉刚国际基金理事年会暨评审会举行
1	打造院县合作德清模式 共建“健康中国示范县” 
1	2017科技孵化企业排行榜新鲜出炉，浙江大学科技园发展有限公司荣列全国第五
1	紫金众创小镇被授予中国产学研合作创新示范镇
1	附属邵逸夫医院成立“沃森智能肿瘤会诊中心”,大数据计算出最佳肿瘤诊疗方案"
1	第二届全国高校自动化教学院长（主任）会议顺利举办
1	浙江大学第十一届“蒲公英”大学生创业大赛启动仪式举行 
1	浙江大学积极参与“知识创新平台”建设
1	浙大教授张蔚文：特色小镇吹投资东风 助企业绿色发展
1	党委立体共建  携手共创未来 ——浙江大学建筑工程学院、浙江大学心理与行为科学系与浙江省省直同人集团“党委立体共建”启动仪式暨十九大专题学习会
1	浙江大学创业教育教席代表参加联合国教科文组织姊妹大学/教席计划25周年纪念大会
1	第十四届中国模拟联合国大会在浙江大学圆满落幕
1	徐小洲院长应邀参加第六届联合国教科文组织亚太地区创业教育国际会议并作大会报告
1	浙大管院与亚洲创业教育联盟共探基于创新的创业教育
1	附属第一医院与附属儿童医院成立儿童肝移植联合中心
1	浙大管院携手亚洲质量功能展开协会共话质量创新
1	全国MBA “组织行为与领导力”教学与科研研讨会召开   国内70 + 高校学者齐聚浙大管院
1	联合国教科文组织东亚纸张保护项目专家咨询会顺利举行
1	高校高端智库联盟成立，我校两家智库为首批联盟成员单位
1	浙江大学问鼎中国“互联网+”大学生创新创业大赛总冠军
1	浙江大学清源学社访问阿联酋，推动“一带一路”交流与合作
1	罗卫东副校长率团参加第十四届世界华商大会
1	改革创新求发展 砥砺前行争一流 
1	比较教育学科教师参加中俄教育战略对话会议
1	2017首届PIEGL项目入学典礼在浙大海宁国际校区举行
1	“中国制造”的发展新范式 浙大管院GMC’17探讨领军企业变革经验
1	“苏浙联合 携手共建”浙江大学受邀参加江苏省大院大所合作对接会
1	浙大科技园培育浙大系企业视氪科技获“创青春”大赛全国总冠军
1	浙大管院代表团赴迪拜交流访问并举行“一带一路”商学教育推介会
1	“华夏心·双创行”2017年“海外学子华夏行” 浙江·浙大站活动举行
1	浙大建工学院与金成集团签署战略合作协议
1	“诚信点亮中国”浙江示范性活动启动仪式在浙大举行
1	医学院举行东骅康复基金成立仪式
1	【CCTV新闻联播】浙大管院“睿华所”联席所长田涛分享《华为的制度创新和理念创新》
1	浙大师生观看庆祝香港回归祖国20周年大会并举行座谈
1	浙江大学2017年暑期专职团干部培训班举行
1	浙江大学舟山医院签约揭牌仪式顺利举行
1	上市公司内部控制论坛暨浙江上市公司内部控制指数（2016）发布会顺利举办
1	中国企业“2017健康体检结果”出炉：呈现趋稳向好新态势
1	浙大管院联合携住科技 将成立国内首家智慧酒店实验室
1	“新时期大学科技园服务双创发展高峰论坛” 在浙大科技园举行
1	250多位创业领域学者和实践代表共话中国创业跨界协同
1	第二届全国高校创新管理研究与教学研讨会举行
1	第十四届光学与光子学教育及实践国际会议（ETOP2017）成功举行
1	浙大信电――广东欧珀联合实践教学基地签约授牌仪式顺利举行
1	能源学院庆祝建校120周年纪念大会暨校友代表大会隆重举行
1	管院发布《2017浙江大学创新创业生态蓝皮书》
1	台湾逢甲大学与浙大建立土地管理学科战略合作伙伴关系
1	薪火九十载，同心创一流――化工学院成立九十周年庆祝大会隆重举行
1	建工学院隆重举行九十周年院庆纪念大会
1	叶朝生校友向教育学院捐赠70万元人民币设立“朝生助学金”和“校庆活动基金”
1	庆祝120周年校庆，医学院举行向韩清泉、王季午铜像献花仪式
1	创新创业敢为先，争做时代弄潮儿――信息与电子工程学院举办校友创新创业论坛
1	国内首个零碳排放绿色新能源电网先进技术示范区建设启动仪式在浙江大学举行
1	生仪学院“同绘创新梦”校友创新创业论坛顺利举行
1	浙江大学与西澳大学正式签署五年制临床医学合作办学协议
1	信电学院六十华诞庆典大会隆重举行
1	经济学院成立浙江大学首家院级董事会
1	“百廿献礼―名医在您身边”大型义诊活动正式举行
1	中国海洋学会海洋技术装备专业委员会成立
1	管理学院正式发布《2016浙江全球化发展报告》
1	缅怀历史，感恩湄潭――竺可桢贵州气象历史博物馆综合体方案研讨会顺利举行
1	浙江大学淮安技术转移中心揭牌成立
1	全球知名学者、企业家谈非连续性时代的企业领袖和管理教育
1	国家发改委副主任胡祖才来西部发展研究院指导工作
1	春播求是一片彩 共书母校百廿情――浙江大学第十届农业春季博览会暨献礼校庆彩稻春播启动仪式于百廿校庆倒计时30天举行
1	管理学院与德勤中国合作签约仪式顺利举行
1	紫金众创小镇牵手建行，加入创新创业大联盟
1	科技园荣获团中央授予的“全国大学生创业示范园”称号
1	管理学院发布《2016浙江省创业发展报告》
1	浙大科技园被评为杭州“年度创业服务机构”
1	纳米光源照明开创新型大视场非标记纳米显微成像
1	浙江集乘网络科技有限公司向浙江大学教育基金会捐赠仪式顺利举行
1	浙江大学-瑞芯微电子联合技术中心启动仪式圆满举行
1	浙江大学－上海电气风力发电研发中心签约仪式成功举行
1	强强合作，共赢发展――建筑设计院与武林装饰集团小城镇改造战略合作签约仪式举行
1	“沿边战略”服务又一重头戏 新农村发展研究院和广西忻城县签订科技合作协议
1	浙大大学生理想信念宣讲团成立 首场宣讲精彩纷呈
1	传媒学院与腾讯集团联合主办的2016中国全媒体高峰论坛在杭举行
1	浙江成立高校在线开放课程共享联盟，共建浙江线上大学
1	浙江大学外语学院宁波校友联谊会成立
1	院企联合创新 共建育人基地
1	80余位政商学界专家齐聚浙大管院 共探数字经济建设
1	Rokid创始人浙大管院开讲“人工智能与科技创业”
1	浙大工研院（科技园）打造“浙里创客”品牌活动，助推“泛浙大”创新创业生态体系建设
1	浙江大学举办2017首届中新国际技术创新高峰论坛
1	管院助力《2017杭商创新蓝皮书》发布
1	浙大管院智力支持 助力中国企业创新发展报告2017
1	浙江大学医学院附属妇产科医院海宁分院成立
1	浙江大学科技园再次获评“A类国家级科技企业孵化器”
1	2017年包兆龙包玉刚中国留学生奖学金、包玉刚国际基金理事年会暨评审会举行
1	打造院县合作德清模式 共建“健康中国示范县” 
1	2017科技孵化企业排行榜新鲜出炉，浙江大学科技园发展有限公司荣列全国第五
1	紫金众创小镇被授予中国产学研合作创新示范镇
1	附属邵逸夫医院成立“沃森智能肿瘤会诊中心”,大数据计算出最佳肿瘤诊疗方案"
1	第二届全国高校自动化教学院长（主任）会议顺利举办
1	浙江大学第十一届“蒲公英”大学生创业大赛启动仪式举行 
1	浙江大学积极参与“知识创新平台”建设
1	浙大教授张蔚文：特色小镇吹投资东风 助企业绿色发展
1	党委立体共建  携手共创未来 ——浙江大学建筑工程学院、浙江大学心理与行为科学系与浙江省省直同人集团“党委立体共建”启动仪式暨十九大专题学习会
1	浙江大学创业教育教席代表参加联合国教科文组织姊妹大学/教席计划25周年纪念大会
1	第十四届中国模拟联合国大会在浙江大学圆满落幕
1	徐小洲院长应邀参加第六届联合国教科文组织亚太地区创业教育国际会议并作大会报告
1	浙大管院与亚洲创业教育联盟共探基于创新的创业教育
1	附属第一医院与附属儿童医院成立儿童肝移植联合中心
1	浙大管院携手亚洲质量功能展开协会共话质量创新
1	全国MBA “组织行为与领导力”教学与科研研讨会召开   国内70 + 高校学者齐聚浙大管院
1	联合国教科文组织东亚纸张保护项目专家咨询会顺利举行
1	高校高端智库联盟成立，我校两家智库为首批联盟成员单位
1	浙江大学问鼎中国“互联网+”大学生创新创业大赛总冠军
1	浙江大学清源学社访问阿联酋，推动“一带一路”交流与合作
1	罗卫东副校长率团参加第十四届世界华商大会
1	改革创新求发展 砥砺前行争一流 
1	比较教育学科教师参加中俄教育战略对话会议
1	2017首届PIEGL项目入学典礼在浙大海宁国际校区举行
1	“中国制造”的发展新范式 浙大管院GMC’17探讨领军企业变革经验
1	“苏浙联合 携手共建”浙江大学受邀参加江苏省大院大所合作对接会
1	浙大科技园培育浙大系企业视氪科技获“创青春”大赛全国总冠军
1	浙大管院代表团赴迪拜交流访问并举行“一带一路”商学教育推介会
1	“华夏心·双创行”2017年“海外学子华夏行” 浙江·浙大站活动举行
1	浙大建工学院与金成集团签署战略合作协议
1	“诚信点亮中国”浙江示范性活动启动仪式在浙大举行
1	医学院举行东骅康复基金成立仪式
1	【CCTV新闻联播】浙大管院“睿华所”联席所长田涛分享《华为的制度创新和理念创新》
1	浙大师生观看庆祝香港回归祖国20周年大会并举行座谈
1	浙江大学2017年暑期专职团干部培训班举行
1	浙江大学舟山医院签约揭牌仪式顺利举行
1	上市公司内部控制论坛暨浙江上市公司内部控制指数（2016）发布会顺利举办
1	中国企业“2017健康体检结果”出炉：呈现趋稳向好新态势
1	浙大管院联合携住科技 将成立国内首家智慧酒店实验室
1	“新时期大学科技园服务双创发展高峰论坛” 在浙大科技园举行
1	250多位创业领域学者和实践代表共话中国创业跨界协同
1	第二届全国高校创新管理研究与教学研讨会举行
1	第十四届光学与光子学教育及实践国际会议（ETOP2017）成功举行
1	浙大信电――广东欧珀联合实践教学基地签约授牌仪式顺利举行
1	能源学院庆祝建校120周年纪念大会暨校友代表大会隆重举行
1	管院发布《2017浙江大学创新创业生态蓝皮书》
1	台湾逢甲大学与浙大建立土地管理学科战略合作伙伴关系
1	薪火九十载，同心创一流――化工学院成立九十周年庆祝大会隆重举行
1	建工学院隆重举行九十周年院庆纪念大会
1	叶朝生校友向教育学院捐赠70万元人民币设立“朝生助学金”和“校庆活动基金”
1	庆祝120周年校庆，医学院举行向韩清泉、王季午铜像献花仪式
1	创新创业敢为先，争做时代弄潮儿――信息与电子工程学院举办校友创新创业论坛
1	国内首个零碳排放绿色新能源电网先进技术示范区建设启动仪式在浙江大学举行
1	生仪学院“同绘创新梦”校友创新创业论坛顺利举行
1	浙江大学与西澳大学正式签署五年制临床医学合作办学协议
1	信电学院六十华诞庆典大会隆重举行
1	经济学院成立浙江大学首家院级董事会
1	“百廿献礼―名医在您身边”大型义诊活动正式举行
1	中国海洋学会海洋技术装备专业委员会成立
1	管理学院正式发布《2016浙江全球化发展报告》
1	缅怀历史，感恩湄潭――竺可桢贵州气象历史博物馆综合体方案研讨会顺利举行
1	浙江大学淮安技术转移中心揭牌成立
1	全球知名学者、企业家谈非连续性时代的企业领袖和管理教育
1	国家发改委副主任胡祖才来西部发展研究院指导工作
1	春播求是一片彩 共书母校百廿情――浙江大学第十届农业春季博览会暨献礼校庆彩稻春播启动仪式于百廿校庆倒计时30天举行
1	管理学院与德勤中国合作签约仪式顺利举行
1	紫金众创小镇牵手建行，加入创新创业大联盟
1	科技园荣获团中央授予的“全国大学生创业示范园”称号
1	管理学院发布《2016浙江省创业发展报告》
1	浙大科技园被评为杭州“年度创业服务机构”
1	纳米光源照明开创新型大视场非标记纳米显微成像
1	浙江集乘网络科技有限公司向浙江大学教育基金会捐赠仪式顺利举行
1	浙江大学-瑞芯微电子联合技术中心启动仪式圆满举行
1	浙江大学－上海电气风力发电研发中心签约仪式成功举行
1	强强合作，共赢发展――建筑设计院与武林装饰集团小城镇改造战略合作签约仪式举行
1	“沿边战略”服务又一重头戏 新农村发展研究院和广西忻城县签订科技合作协议
1	浙大大学生理想信念宣讲团成立 首场宣讲精彩纷呈
1	传媒学院与腾讯集团联合主办的2016中国全媒体高峰论坛在杭举行
1	浙江成立高校在线开放课程共享联盟，共建浙江线上大学
1	浙江大学外语学院宁波校友联谊会成立
1	院企联合创新 共建育人基地
1	生仪学院金秀奖教金颁奖仪式隆重举行
1	全国高校自动化专业青年教师实验设备设计“创客大赛”在浙江大学顺利举行
1	浙江大学校友总会医学分会第二届校友代表大会暨理事会二届一次会议举行
1	海洋学院举办首届大学生领导力论坛
1	光华法学院成功举办2016年互联网法律大会
1	第八届技术创新与技术管理会议圆满举办
1	“科技创业、浙大领航”――2016年秋季“浙里创客”投融资对接会在浙大科技园成功举办
1	信息学部开展青年创新奖评选活动
1	周谷平副书记应邀参加2016中国（义乌）丝绸之路经济带城市国际论坛
1	浙大两位教师入选教育部2016年“思想政治教育中青年杰出人才支持计划”
1	浙大承办第五届亚太离子液体与绿色过程会议
1	2016年省大学生英语演讲比赛在杭举行
1	浙江大学成功承办2016年全国生化大会
1	浙大科技园毕业企业：杭州瑞杰珑科技有限公司喜获第五届中国创新创业大赛电子信息行业全国总冠军
1	John A. Rogers浙大名誉教授聘任仪式暨海外名师大讲堂顺利举行
1	转载钱江晚报：徐小洲――“全球创业共同体”开始新的创业治理
1	2016年浙江省大学生英语写作比赛在浙江大学举行
1	Science子刊与浙大学报（英文版）共办学科论坛
1	郁建兴课题组资政报告获车俊代省长、郑继伟副省长批示
1	徐小洲教授出席第五届联合国教科文组织亚太地区创业教育国际会议
1	中国大学科技园联盟成立，浙大科技园成为联盟副理事长单位
1	浙江大学-DIGILENT（迪芝伦）-ADI产学合作协同育人示范基地――混合式教学创新联合实验室揭牌仪式在我校举行
1	加快推进紫金众创小镇建设 浙大科技城领衔打造城西科创大走廊创新生态圈
1	浙江知识产权交易中心在紫金众创小镇挂牌成立
1	体认创业精神　观摩创新实践――教育学院创新创业夏令营在纽约
1	浙江大学2016年“企业创新、组织创新与社会创新”国际暑期学校圆满完成
1	教育学院2016美国创新创业夏令营在UCLA的游学项目圆满结束
1	教育学院2016美国创新创业夏令营在UCLA首开游学之旅
1	生研院第三届研究生海报展顺利举行
1	浙大e-WORKS创业实验室联合发起在杭高校众创空间联盟
1	ZJU-COTA高峰研讨会顺利举行
1	全国27所高校营员齐聚浙大，管理学院iPhD2016夏令营开营仪式隆重举行
1	浙江大学“国家农业科技创新与集成示范基地”建设初见成效
1	农学院党委荣获“浙江省先进基层党组织”称号
1	第三届高校智慧校园研讨会在浙江大学举行
1	体育学系积极推进体育智库建设——浙江省体育改革发展研究会成立
1	加快创新人才培养, 推动经济转型升级"
1	航空航天学院与锦绣富春集团有限公司签署共建大学生创新实践基地协议
1	设计未来——第二届工业设计系《信息产品设计》发布会成功举行
1	戚建华教授牵头的2016年度A3前瞻计划“化学生物学”合作领域项目获批
1	14纳米FinFET工艺研发产学研合作签约仪式在京举行
1	浙大科技园点燃青年创新创业激情
1	省直同人集团与浙江大学建筑工程学院签署合作协议
1	管理学院《2016中国企业健康指数报告》隆重发布
1	浙大管院与英国皇家特许管理会计师公会签署合作协议
1	勒克莱齐奥、毕飞宇、许钧对话外语学院师生活动顺利举行
1	浙大教育基金会先国公共政策研究基金签约仪式隆重举行
1	搭建实践教学平台，助推创新能力培养
1	尧一骏副教授在《Nature》上撰文呼吁中国政府增加土壤治理的投入
1	管院名师联合全球学者编著出版《可持续、精益、 破坏性创新驱动竞争优势》
1	“经济转型与创业教育”国际研讨会在浙大成功举办
1	亚洲工学院院长峰会AEDS2016在浙江大学举行
1	刘同舫获评“高校思想政治理论课教师2015年度影响力标兵人物”称号
1	浙江大学与绍兴市人民政府医学合作续约仪式顺利举行
1	“新经济，新挑战”——对话浙大管院国际顾问委员活动顺利举行
1	《究脑穷源探细胞陈宜张传》首发式在沪举行
1	浙大交通控制研究实验室与帝国理工学院交通研究中心开启合作新篇章
1	西部院联合安吉县成立“两山建设与发展研究中心”
1	王明康先生向浙大教育基金会捐赠仪式顺利举行
1	农学院第九届农业春季博览会顺利举行
1	上巳雅集迎好友 南华园里唱诗情——人文学院丙申年三月三诗会圆满举行
1	附属邵逸夫医院杭州玉皇山南基金小镇国际医疗中心正式开业运行
